Redump_Name,Game_Title,Product_Number (GameID),Version,Build_Date,CD_Number,Region,Compatible_Peripherals,Hardware_Identifier,Marker_ID
Quiz Nanairo Dreams - Nijiiro-chou no Kiseki (Japan) (Rev A),QUIZ NANAIRO    DREAMS,T-1220G,V2.001,19970804,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
QuoVadis (Japan),QUOVADIS,T-17401G,V1.050,19951102,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-174
QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Demo),QUOVADIS II,610-6502,V0.002,19970125,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-174
QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Disc 1),QUOVADIS 2,T-17402G,V1.003,19970302,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-174
QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Disc 2),QUOVADIS 2,T-17402G,V1.003,19970302,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-174
Rabbit (Japan),RABBIT,T-10610G,V1.001,19970627,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-106
Rabbit (Japan) (Demo),RABBIT TAIKENBAN,6106613,V1.002,19970527,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-106
Race Drivin' (Japan) (2M),RACE DRIVIN',T-4802G,V1.000,19950331,CD-1/1,JU,JAST,SEGA SEGASATURN,SEGA TP T-48
Radiant Silvergun (Japan),RADIANT S.G,T-32902G,V1.002,19980611,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-329
Rampage - World Tour (Europe),RAMPAGE WORLD TOUR,T-25416H50,V1.000,19971201,CD-1/1,E,JAT,SEGA SEGASATURN,SEGA TP T-97
Rampage - World Tour (USA),RAMPAGE WORLD TOUR,T-9708H,V1.000,19971030,CD-1/1,U,JAT,SEGA SEGASATURN,SEGA TP T-97
Rampo (Japan) (Disc 1),RAMPO,GS-9011,V1.000,19950127,CD-1/2,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Rampo (Japan) (Disc 2),RAMPO,GS-9011,V1.000,19950127,CD-2/2,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Rapyulus Panic (Japan),RAPYULUS PANIC,T-21503G,V1.000,19960229,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-215
"Rayman (Europe) (En,Fr,De) (1S)",RAYMAN,T-17701H,V1.000,19950915,CD-1/1,AEL,J,SEGA SEGASATURN,SEGA TP T-177
"Rayman (Europe) (En,Fr,De) (6S)",RAYMAN,T-17701H,V1.000,19950915,CD-1/1,AEL,J,SEGA SEGASATURN,SEGA TP T-177
Rayman (Japan),RAYMAN,T-17701G,V1.000,19950915,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-177
Rayman (USA) (Demo),RAYMAN,610-6164,V1.000,19951120,CD-1/1,TUBK,J,SEGA SEGASATURN,SEGA TP T-177
Rayman (USA) (R2),RAYMAN,T-17701G,V1.000,19950915,CD-1/1,TUBK,J,SEGA SEGASATURN,SEGA TP T-177
"Real Bout Garou Densetsu (Japan) (En,Ja,Es,Pt) (2M)",REAL BOUT,T-3105G,V1.004,19960807,CD-1/1,J,JW,SEGA SEGASATURN,SEGA TP T-31
"Real Bout Garou Densetsu (Japan) (En,Ja,Es,Pt) (Sample)",REAL BOUT,T-99901G,V1.000,19960804,CD-1/1,J,JW,SEGA SEGASATURN,SEGA TP T-3105G
Real Bout Garou Densetsu Special (Japan),REALBOUT SPECIAL,T-3119G,V1.001,19971117,CD-1/1,J,JW,SEGA SEGASATURN,SEGA TP T-31
Real Bout Garou Densetsu Special (Japan) (Rev A),REALBOUT SPECIAL,T-3119G,V1.002,19971125,CD-1/1,J,JW,SEGA SEGASATURN,SEGA TP T-31
Real Mahjong Adventure Umi e - Summer Waltz (Japan),REALMAH-JONGADVENTURE_UMIHE_SUMMERWALTZ,T-16511G,V1.003,19980922,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-165
Real Mahjong Adventure Umi e - Summer Waltz (Japan) (P's Club Genteiban),REALMAH-JONGADVENTURE_UMIHE_SUMMERWALTZ GENTEIBAN,T-16512G,V1.003,19980922,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-165
"Real Sound - Kaze no Regret (Japan) (Disc 1) (2M, 3M)",REALSOUND,T-30002G,V1.000,19970718,CD-1/4,J,J,SEGA SEGASATURN,SEGA TP T-300
Real Sound - Kaze no Regret (Japan) (Disc 1) (4M),REALSOUND,T-30002G,V1.000,19970718,CD-1/4,J,J,SEGA SEGASATURN,SEGA TP T-300
Real Sound - Kaze no Regret (Japan) (Disc 2) (1M),REALSOUND,T-30002G,V1.000,19970718,CD-2/4,J,J,SEGA SEGASATURN,SEGA TP T-300
Real Sound - Kaze no Regret (Japan) (Disc 2) (2M),REALSOUND,T-30002G,V1.000,19970718,CD-2/4,J,J,SEGA SEGASATURN,SEGA TP T-300
Real Sound - Kaze no Regret (Japan) (Disc 3) (1M),REALSOUND,T-30002G,V1.000,19970718,CD-3/4,J,J,SEGA SEGASATURN,SEGA TP T-300
Real Sound - Kaze no Regret (Japan) (Disc 3) (2M),REALSOUND,T-30002G,V1.000,19970718,CD-3/4,J,J,SEGA SEGASATURN,SEGA TP T-300
Real Sound - Kaze no Regret (Japan) (Disc 4) (2M),REALSOUND,T-30002G,V1.000,19970718,CD-4/4,J,J,SEGA SEGASATURN,SEGA TP T-300
Real Sound - Kaze no Regret (Japan) (Disc 4) (3M),REALSOUND,T-30002G,V1.000,19970718,CD-4/4,J,J,SEGA SEGASATURN,SEGA TP T-300
Refrain Love - Anata ni Aitai (Japan) (Disc 1),REFRAIN LOVE,T-5308G,V1.000,19971020,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-53
Refrain Love - Anata ni Aitai (Japan) (Disc 2),REFRAIN LOVE,T-5308G,V1.000,19971020,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-53
Resident Evil (Europe),RESIDENT EVIL,MK-81092,V1.002,19970806,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Resident Evil (USA),RESIDENT EVIL,T-1221H,V1.002,19970804,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-12
Return to Zork (Japan) (1M),RETURN TO ZORK,T-23401G,V1.000,19951213,CD-1/1,JT,JM,SEGA SEGASATURN,SEGA TP T-234
Return to Zork (Japan) (Rev A) (10M),RETURN TO ZORK,T-23401G,V2.000,19951228,CD-1/1,JT,JM,SEGA SEGASATURN,SEGA TP T-234
Revolution X - Music Is the Weapon (Europe),REVOLUTION X,T-8107H-50,V1.000,19960222,CD-1/1,E,JM,SEGA SEGASATURN,SEGA TP T-81
Revolution X - Music Is the Weapon (Germany) (5S),REVOLUTION X,T-8107H-18,V1.000,19960222,CD-1/1,E,JM,SEGA SEGASATURN,SEGA TP T-81
Revolution X - Music Is the Weapon (Japan) (10S),REVOLUTION X,T-8106G,V1.000,19960315,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-81
Revolution X - Music Is the Weapon (USA) (1S),REVOLUTION X,T-8107H,V1.000,19960206,CD-1/1,U,JM,SEGA SEGASATURN,SEGA TP T-81
Revolution X - Music Is the Weapon (USA) (2S),REVOLUTION X,T-8107H,V1.000,19960206,CD-1/1,U,JM,SEGA SEGASATURN,SEGA TP T-81
Revolution X - Music Is the Weapon (USA) (Beta) (1996-02-05),REVOLUTION X,T-8107H,V1.000,19960202,CD-1/1,U,JM,SEGA SEGASATURN,SEGA TP T-81
Riglordsaga (Japan) (Demo),RIGLORDSAGA,GS-9021,V1.000,19950501,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Riglordsaga (Japan) (Made in Japan) (1M),RIGLORDSAGA,GS-9021,V1.000,19950501,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Riglordsaga (Japan) (Made in Japan) (4M),RIGLORDSAGA,GS-9021,V1.000,19950501,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Riglordsaga (Japan) (Made in U.S.A.) (1S),RIGLORDSAGA,GS-9021,V1.000,19950501,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Riglordsaga (Japan) (Made in U.S.A.) (4S),RIGLORDSAGA,GS-9021,V1.000,19950501,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Riglordsaga 2 (Japan) (1M),RIGLORDSAGA2,GS-9084,V1.100,19961013,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Riglordsaga 2 (Japan) (2M),RIGLORDSAGA2,GS-9084,V1.100,19961013,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Rise 2 - Resurrection (Europe) (En,Fr,De,Es,It)",RISE 2:RESURRECTION,T-8114H-50,V1.000,19960521,CD-1/1,E,JT,SEGA SEGASATURN,SEGA TP T-81
"Rise 2 - Resurrection (Europe) (En,Fr,De,Es,It) (Beta) (1996-03-05)",RISE 2,T-810000,V1.000,19951108,2CD-1/1,JTUBKAEL,J,SEGA SEGASATURN,SEGA TP T-81
"Rise 2 - Resurrection (Japan) (En,Fr,De,Es,It)",RISE 2 RESURRECTION,T-8104G,V1.000,19960508,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-81
"Rise 2 - Resurrection (USA) (En,Fr,De,Es,It)",RISE 2 RESURRECTION,T-8114-H,V1.000,19960426,2CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-81
Riven - A Sequencia de Myst (Brazil) (Disc 1),RIVEN THE SEQUEL TO MYST,MK-8180145,V1.000,19981124,CD-1/4,U,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Riven - A Sequencia de Myst (Brazil) (Disc 2),RIVEN THE SEQUEL TO MYST,MK-8180145,V1.000,19981124,CD-2/4,U,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Riven - A Sequencia de Myst (Brazil) (Disc 3),RIVEN THE SEQUEL TO MYST,MK-8180145,V1.000,19981124,CD-3/4,U,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Riven - A Sequencia de Myst (Brazil) (Disc 4),RIVEN THE SEQUEL TO MYST,MK-8180145,V1.000,19981124,CD-4/4,U,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Riven - The Sequel to Myst (Europe) (Disc 1),RIVEN THE SEQUEL TO MYST,MK-81801,V1.003,19980408,CD-1/4,E,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Riven - The Sequel to Myst (Europe) (Disc 2),RIVEN THE SEQUEL TO MYST,MK-81801,V1.003,19980408,CD-2/4,E,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Riven - The Sequel to Myst (Europe) (Disc 3),RIVEN THE SEQUEL TO MYST,MK-81801,V1.003,19980408,CD-3/4,E,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Riven - The Sequel to Myst (Europe) (Disc 4),RIVEN THE SEQUEL TO MYST,MK-81801,V1.003,19980408,CD-4/4,E,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Riven - The Sequel to Myst (Japan) (Disc 1),RIVEN THE SEQUEL TO MYST,T-35503G,V1.002,19980305,CD-1/4,J,JM,SEGA SEGASATURN,SEGA TP T-355
Riven - The Sequel to Myst (Japan) (Disc 2),RIVEN THE SEQUEL TO MYST,T-35503G,V1.002,19980305,CD-2/4,J,JM,SEGA SEGASATURN,SEGA TP T-355
Riven - The Sequel to Myst (Japan) (Disc 3),RIVEN THE SEQUEL TO MYST,T-35503G,V1.002,19980305,CD-3/4,J,JM,SEGA SEGASATURN,SEGA TP T-355
Riven - The Sequel to Myst (Japan) (Disc 4),RIVEN THE SEQUEL TO MYST,T-35503G,V1.002,19980305,CD-4/4,J,JM,SEGA SEGASATURN,SEGA TP T-355
RMJ - The Mystery Hospital (Japan),R MJ,T-13322G,V1.000,19971026,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-133
"Road & Track Presents - The Need for Speed (Europe) (En,De)",THE NEED FOR SPEED,T-5009H,V1.000,19962806,CD-1/1,E,JAS,SEGA SEGASATURN,SEGA TP T-50
"Road & Track Presents - The Need for Speed (USA) (En,De)",THE NEED FOR SPEED,T-5009H,V1.000,19962806,CD-1/1,U,JAS,SEGA SEGASATURN,SEGA TP T-50
Road Rash (Europe),ROAD RASH,T-5008H,V1.000,19960719,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-50
Road Rash (Japan),ROAD RASH SATURN,T-10609G,V1.000,19960726,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-106
Road Rash (USA),ROAD RASH,T-5008H,V1.000,19960628,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-50
Robo Pit (Europe),ROBO PIT,T-10002H50,V1.001,19960725,CD-1/1,E,J,SEGA SEGASATURN,SEGA TP T-100
Robo Pit (Japan),ROBO PIT,T-16603G,V1.000,19951229,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-166
Robo Pit (USA),ROBO PIT,T-10002H,V1.004,19960724,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-100
Robotica (USA),ROBOTICA,T-8104H,V1.000,19950629,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-81
Robotica - Cybernation Revolt (Europe),ROBOTICA,MK-81008,V1.000,19950809,CD-1/1,E,J,SEGA SEGASATURN,SEGA ENTERPRISES
Rockman 8 - Metal Heroes (Japan),ROCKMAN 8       METAL HEROES,T-1214G,V1.001,19961129,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-12
Rockman X3 (Japan) (2M),J:ROCKMAN X3    U:MEGAMAN X3,T-1210G,V1.001,19960325,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-12
Rockman X4 (Japan) (1M),ROCKMAN X4,T-1221G,V1.002,19970617,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-12
Rockman X4 (Japan) (3M),ROCKMAN X4,T-1221G,V1.002,19970617,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-12
Romance of the Three Kingdoms IV - Wall of Fire (USA),Romance of The Three Kingdoms IV Wall of Fire,T-7601H,V1.000,19950731,CD-1/1,U,J,SEGA SEGASATURN,SEGA TP T-76
Ronde (Japan) (Disc 1),RONDE,T-14415G,V1.001,19970924,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-144
Ronde (Japan) (Disc 2),RONDE,T-14415G,V1.001,19970924,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-144
Roommate - Inoue Ryouko (Japan),ROOM MATE,T-19502G,V1.007,19970104,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-195
Roommate - Inoue Ryouko (Japan) (Rev A),ROOM MATE,T-19502G,V2.004,19970423,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-195
Roommate - Ryouko in Summer Vacation (Japan) (2M),ROOMMATE - Ryoko in Summer Vacation -,T-19504G,V1.002,19970807,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-195
Roommate 3 - Ryouko Kaze no Kagayaku Asa ni (Japan),ROOMMATE3 - Ryoko Kaze-no Kagayaku Asa-ni -,T-19507G,V1.000,19980320,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-195
Roommate 3 - Ryouko Kaze no Kagayaku Asa ni (Japan) (Rev A),ROOMMATE3 - Ryoko Kaze-no Kagayaku Asa-ni -,T-19507G,V2.000,19980413,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-195
Roommate W - Futari (Japan) (Disc 1),ROOMMATEW -FUTARI-,T-19508G,V1.002,19981118,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-195
Roommate W - Futari (Japan) (Disc 2),ROOMMATEW -FUTARI-,T-19508G,V1.002,19981118,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-195
RoX - 6 = Six (Japan),ROX,T-16612G,V1.000,19980831,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-166
Ruriiro no Yuki (Japan),RURIIRONOYUKI,T-19722G,V1.003,19981026,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-197
Ryouko no Oshaberi Room (Japan),RYOKO NO OSYABERI ROOM,T-19509G,V1.001,19990304,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-195
Ryouri no Tetsujin - Kitchen Stadium Tour (Japan),RYORI NO TETUJIN,T-21702G,V1.000,19960125,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-217
Ryuuteki Gosennen - Dragons of China (Japan),Ryuuteki gosennen,T-15025G,V1.003,19970404,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-150
Sakamoto Ryouma - Ishin Kaikoku (Japan),ISHIN KAIKOKU,T-19709G,V1.002,19971203,CD-1/1,J,JM,SEGA SEGASATURN,SEGA TP T-197
Sakura Taisen (Japan) (Disc 1) (6M),SAKURA TAISEN,GS-9037,V1.005,19960901,CD-1/2,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen (Japan) (Disc 1) (7M, 9M, 10M)",SAKURA TAISEN,GS-9037,V1.005,19960901,CD-1/2,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen (Japan) (Disc 1) (8M, 13M)",SAKURA TAISEN,GS-9037,V1.005,19960901,CD-1/2,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Sakura Taisen (Japan) (Disc 2) (6M),SAKURA TAISEN,GS-9037,V1.005,19960901,CD-2/2,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Sakura Taisen (Japan) (Disc 2) (7M),SAKURA TAISEN,GS-9037,V1.005,19960901,CD-2/2,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen (Japan) (Disc 2) (8M, 9M)",SAKURA TAISEN,GS-9037,V1.005,19960901,CD-2/2,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Sakura Taisen - Hanagumi Taisen Columns (Japan) (1M),HANAGUMI TAISEN COLUMNS,GS-9138,V1.000,19970226,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Sakura Taisen - Hanagumi Taisen Columns (Japan) (2M),HANAGUMI TAISEN COLUMNS,GS-9138,V1.000,19970226,CD-1/1,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Sakura Taisen - Hanagumi Tsuushin (Japan) (1M),SAKURA CLUB,GS-9134,V1.009,19970120,CD-1/1,JT,JMP,SEGA SEGASATURN,SEGA ENTERPRISES
Sakura Taisen - Hanagumi Tsuushin (Japan) (2M),SAKURA CLUB,GS-9134,V1.009,19970120,CD-1/1,JT,JMP,SEGA SEGASATURN,SEGA ENTERPRISES
Sakura Taisen - Jouki Radio Show (Japan) (Disc 1) (Yuugi-ban),SAKURA RAJIO,GS-9160,V1.004,19971006,CD-1/2,J,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Sakura Taisen - Jouki Radio Show (Japan) (Disc 2) (Kayou-ban),SAKURA RAJIO,GS-9160,V1.002,19971002,CD-2/2,J,JMP,SEGA SEGASATURN,SEGA ENTERPRISES
Sakura Taisen - Teigeki Graph - Teigeki Graph in Sakura Wars (Japan) (Disc 1),SAKURA TAISEN   TEIGEKI GRAPH,T-32602G,V1.003,19981116,CD-1/2,J,J,SEGA SEGASATURN,SEGA TP T-326
Sakura Taisen - Teigeki Graph - Teigeki Graph in Sakura Wars (Japan) (Disc 2),SAKURA TAISEN   TEIGEKI GRAPH,T-32602G,V1.000,19981104,CD-2/2,J,J,SEGA SEGASATURN,SEGA TP T-326
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Demo)",SAKURA TAISEN2,6106864,V1.001,19980117,CD-1/1,J,J,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Rev A)",SAKURA TAISEN2,GS-9169,V1.004,19980324,CD-1/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Shokai Tokutenban)",SAKURA TAISEN2,GS-9169,V1.002,19980317,CD-1/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Shokai Tokutenban) (1M, 3M, 4M)",SAKURA TAISEN2,GS-9169,V1.002,19980317,CD-1/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Rev A) (10M, 11M)",SAKURA TAISEN2,GS-9169,V1.004,19980324,CD-2/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Rev A) (12M)",SAKURA TAISEN2,GS-9169,V1.004,19980324,CD-2/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Shokai Tokutenban)",SAKURA TAISEN2,GS-9169,V1.002,19980317,CD-2/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Shokai Tokutenban) (1M, 2M, 4M)",SAKURA TAISEN2,GS-9169,V1.002,19980317,CD-2/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Shokai Tokutenban) (3M)",SAKURA TAISEN2,GS-9169,V1.002,19980317,CD-2/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Rev A) (12M)",SAKURA TAISEN2,GS-9169,V1.004,19980324,CD-3/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Rev A) (13M)",SAKURA TAISEN2,GS-9169,V1.004,19980324,CD-3/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Shokai Tokutenban)",SAKURA TAISEN2,GS-9169,V1.002,19980317,CD-3/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Shokai Tokutenban) (2M)",SAKURA TAISEN2,GS-9169,V1.002,19980317,CD-3/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Shokai Tokutenban) (3M, 4M, 5M, 6M)",SAKURA TAISEN2,GS-9169,V1.002,19980317,CD-3/3,JT,JM,SEGA SEGASATURN,SEGA ENTERPRISES
Sakura Taisen Teikokukagekidan Taiin Meibo (Japan),SAKURA-TAISEN PR,SG0000000,V1.000,19950905,CART16M,JT,J,SEGA SEGASATURN,SEGA ENTERPRISES
Sakura Tsuushin (Japan),SAKURATSUUSHIN,T-38401G,V1.001,19980812,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-384
Salamander Deluxe Pack Plus (Japan),SALAMANDER-DP,T-9520G,V1.010,19970325,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-95
"Samurai Spirits - Amakusa Kourin (Japan) (En,Ja,Es,Pt)",SAMURAI SPIRITS AMAKUSA KOURIN,T-3116G,V1.001,19970817,CD-1/1,J,JW,SEGA SEGASATURN,SEGA TP T-31
"Samurai Spirits - Amakusa Kourin (Japan) (En,Ja,Es,Pt) (Demo)",SAMURAI SPIRITS AMAKUSA KOURIN,6106730,V1.001,19970817,CD-1/1,J,JW,SEGA SEGASATURN,SEGA TP T-31
Samurai Spirits - Zankurou Musouken (Japan),SAMURAI SPIRITS ZANKURO MUSOKEN,T-3104G,V1.009,19961004,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-31
Sangokushi Eiketsuden (Japan),SANGOKUSHI EIKETSUDEN,T-7613G,V1.000,19960216,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Sangokushi IV (Japan),SANGOKUSHI-4,T-7601G,V1.000,19950302,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-76
Sangokushi IV with Power-Up Kit (Japan),SANGOKUSHI-4WPK,T-7644G,V1.000,19970718,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Sangokushi Koumeiden (Japan),SANGOKUSHI KOUMEIDEN,T-7629G,V1.000,19970217,CD-1/1,J,JF,SEGA SEGASATURN,SEGA TP T-76
Sangokushi Returns (Japan),SANGOKUSHI RETURNS,T-7617G,V1.000,19961129,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Sangokushi V (Japan),SANGOKUSHI V,T-7623G,V1.001,19960819,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Sangokushi V (Japan) (Rev A),SANGOKUSHI V,T-7623G,V2.000,19961016,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-76
Sanguozhi IV (Taiwan),SANGOKUSHI-4 CHINESE VERSION,T-7601H-40,V1.003,19960220,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-76
Sanguozhi V (Taiwan),SANGOKUSHI V (CHINESE VERSION),T-7606H-16,V1.000,19961217,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-76
Sanguozhi Yingjiezhuan (Taiwan),SANGOKUSHI EIKETSUDEN(CHINESE VERSION),T-7603H-16,V1.000,19960617,CD-1/1,JT,J,SEGA SEGASATURN,SEGA TP T-76
Sankyo Fever - Jikki Simulation S (Japan),SANKYO FEVER JIKKI SIMULATION,T-32102G,V1.004,19970224,CD-1/1,J,JQ,SEGA SEGASATURN,SEGA TP T-321
Sankyo Fever - Jikki Simulation S Vol. 2 (Japan),SANKYOJIKKISIMULATIONS VOL2,T-32103G,V1.001,19971116,CD-1/1,J,JQ,SEGA SEGASATURN,SEGA TP T-321
Sankyo Fever - Jikki Simulation S Vol. 3 (Japan),SANKYOJIKKISIMULATIONS VOL3,T-32105G,V1.002,19981008,CD-1/1,J,JQ,SEGA SEGASATURN,SEGA TP T-321
SatMag Sono CD (Japan),SATURN MAGAZINE 1998,6106833,V1.001,19971209,CD-1/1,J,J,SEGA SEGASATURN,SEGA TP T-186
Saturn Bomberman (Europe),SATURN BOMBERMAN,MK-81070,V1.000,19970228,CD-1/1,E,JT,SEGA SEGASATURN,SEGA ENTERPRISES
Saturn Bomberman (Japan),BOMBERMAN SS,T-14302G,V1.000,19960531,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-143
Saturn Bomberman (Japan) (Demo),BOMBERMAN SS,T-14302G,V1.000,19960322,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-143
Saturn Bomberman (Japan) (SegaNet),BOMBERMAN SS XBAND,T-14305G,V1.001,19960809,CD-1/1,J,JX,SEGA SEGASATURN,SEGA TP T-143
Saturn Bomberman (USA) (1S),SATURN BOMBERMAN,MK-81070,V1.003,19970512,CD-1/1,U,JTDX,SEGA SEGASATURN,SEGA ENTERPRISES
Saturn Bomberman Fight!! (Japan),SATURN BOMBERMAN FIGHT,T-14321G,V1.000,19971027,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-143
Saturn Bomberman Fight!! (Japan) (Demo),SATURN BOMBERMAN FIGHT,6106801,V0.300,19971030,CD-1/1,J,JT,SEGA SEGASATURN,SEGA TP T-143
